code,description,id,image_url,level,level_id,name,rank,scraped_at
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,312,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,18,Sustainable Choice,2,2025-07-01T17:35:10.196893
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,313,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,18,Sustainable Choice,3,2025-07-01T17:35:10.196895
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,314,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,18,Peace of Mind,4,2025-07-01T17:35:10.196896
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,315,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,18,Peace of Mind,5,2025-07-01T17:35:10.196897
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,316,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,18,Peace of Mind,6,2025-07-01T17:35:10.196899
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,317,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,18,Peace of Mind,7,2025-07-01T17:35:10.196900
generic-built-in-australia,Proudly built in Australia,318,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,18,Built in Australia,8,2025-07-01T17:35:10.196901
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,319,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,18,Suitable for Couples,9,2025-07-01T17:35:10.196903
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,320,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,18,Suitable for Small Families,10,2025-07-01T17:35:10.196904
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,321,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,18,Suitable for Medium Sized Families,11,2025-07-01T17:35:10.196905
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,322,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,18,Suitable for Larger Families,12,2025-07-01T17:35:10.196906
generic-wifi,Ready to connect with your home Wi-Fi,323,uploads/features-and-benefits/Wifi.png,class,18,Built-in Wi-Fi,13,2025-07-01T17:35:10.196908
generic-value-for-money,Get great value without compromise,324,uploads/features-and-benefits/Generic-Value-For-Money.png,class,19,Value For Money,1,2025-07-01T17:35:11.009981
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,325,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,19,Sustainable Choice,2,2025-07-01T17:35:11.010000
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,326,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,19,Sustainable Choice,3,2025-07-01T17:35:11.010002
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,327,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,19,Peace of Mind,4,2025-07-01T17:35:11.010003
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,328,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,19,Peace of Mind,5,2025-07-01T17:35:11.010005
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,329,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,19,Peace of Mind,6,2025-07-01T17:35:11.010007
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,330,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,19,Peace of Mind,7,2025-07-01T17:35:11.010008
generic-built-in-australia,Proudly built in Australia,331,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,19,Built in Australia,8,2025-07-01T17:35:11.010010
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,332,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,19,Suitable for Couples,9,2025-07-01T17:35:11.010012
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,333,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,19,Suitable for Small Families,10,2025-07-01T17:35:11.010013
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,334,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,19,Suitable for Medium Sized Families,11,2025-07-01T17:35:11.010015
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,335,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,19,Suitable for Larger Families,12,2025-07-01T17:35:11.010016
generic-wifi,Ready to connect with your home Wi-Fi,336,uploads/features-and-benefits/Wifi.png,class,19,Built-in Wi-Fi,13,2025-07-01T17:35:11.010018
generic-value-for-money,Get great value without compromise,337,uploads/features-and-benefits/Generic-Value-For-Money.png,class,20,Value For Money,1,2025-07-01T17:35:11.809470
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,338,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,20,Sustainable Choice,2,2025-07-01T17:35:11.809498
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,339,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,20,Sustainable Choice,3,2025-07-01T17:35:11.809500
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,340,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,20,Peace of Mind,4,2025-07-01T17:35:11.809502
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,341,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,20,Peace of Mind,5,2025-07-01T17:35:11.809503
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,342,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,20,Peace of Mind,6,2025-07-01T17:35:11.809505
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,343,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,20,Peace of Mind,7,2025-07-01T17:35:11.809506
generic-built-in-australia,Proudly built in Australia,344,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,20,Built in Australia,8,2025-07-01T17:35:11.809507
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,345,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,20,Suitable for Couples,9,2025-07-01T17:35:11.809511
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,346,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,20,Suitable for Small Families,10,2025-07-01T17:35:11.809513
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,347,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,20,Suitable for Medium Sized Families,11,2025-07-01T17:35:11.809514
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,348,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,20,Suitable for Larger Families,12,2025-07-01T17:35:11.809516
generic-wifi,Ready to connect with your home Wi-Fi,349,uploads/features-and-benefits/Wifi.png,class,20,Built-in Wi-Fi,13,2025-07-01T17:35:11.809517
generic-value-for-money,Get great value without compromise,350,uploads/features-and-benefits/Generic-Value-For-Money.png,class,21,Value For Money,1,2025-07-01T17:35:12.614507
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,351,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,21,Sustainable Choice,2,2025-07-01T17:35:12.614529
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,352,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,21,Sustainable Choice,3,2025-07-01T17:35:12.614531
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,353,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,21,Peace of Mind,4,2025-07-01T17:35:12.614533
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,354,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,21,Peace of Mind,5,2025-07-01T17:35:12.614535
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,355,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,21,Peace of Mind,6,2025-07-01T17:35:12.614537
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,356,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,21,Peace of Mind,7,2025-07-01T17:35:12.614538
generic-built-in-australia,Proudly built in Australia,357,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,21,Built in Australia,8,2025-07-01T17:35:12.614540
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,358,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,21,Suitable for Couples,9,2025-07-01T17:35:12.614542
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,359,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,21,Suitable for Small Families,10,2025-07-01T17:35:12.614544
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,360,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,21,Suitable for Medium Sized Families,11,2025-07-01T17:35:12.614546
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,361,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,21,Suitable for Larger Families,12,2025-07-01T17:35:12.614548
generic-wifi,Ready to connect with your home Wi-Fi,362,uploads/features-and-benefits/Wifi.png,class,21,Built-in Wi-Fi,13,2025-07-01T17:35:12.614551
generic-value-for-money,Get great value without compromise,363,uploads/features-and-benefits/Generic-Value-For-Money.png,class,22,Value For Money,1,2025-07-01T17:35:13.425834
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,364,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,22,Sustainable Choice,2,2025-07-01T17:35:13.425865
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,365,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,22,Sustainable Choice,3,2025-07-01T17:35:13.425868
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,366,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,22,Peace of Mind,4,2025-07-01T17:35:13.425871
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,367,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,22,Peace of Mind,5,2025-07-01T17:35:13.425873
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,368,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,22,Peace of Mind,6,2025-07-01T17:35:13.425876
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,369,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,22,Peace of Mind,7,2025-07-01T17:35:13.425878
generic-built-in-australia,Proudly built in Australia,370,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,22,Built in Australia,8,2025-07-01T17:35:13.425880
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,371,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,22,Suitable for Couples,9,2025-07-01T17:35:13.425883
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,372,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,22,Suitable for Small Families,10,2025-07-01T17:35:13.425885
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,373,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,22,Suitable for Medium Sized Families,11,2025-07-01T17:35:13.425887
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,374,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,22,Suitable for Larger Families,12,2025-07-01T17:35:13.425889
generic-wifi,Ready to connect with your home Wi-Fi,375,uploads/features-and-benefits/Wifi.png,class,22,Built-in Wi-Fi,13,2025-07-01T17:35:13.425892
generic-value-for-money,Get great value without compromise,376,uploads/features-and-benefits/Generic-Value-For-Money.png,class,24,Value For Money,1,2025-07-01T17:35:15.026302
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,377,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,24,Sustainable Choice,2,2025-07-01T17:35:15.026315
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,378,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,24,Sustainable Choice,3,2025-07-01T17:35:15.026317
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,379,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,24,Peace of Mind,4,2025-07-01T17:35:15.026318
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,380,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,24,Peace of Mind,5,2025-07-01T17:35:15.026319
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,381,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,24,Peace of Mind,6,2025-07-01T17:35:15.026321
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,382,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,24,Peace of Mind,7,2025-07-01T17:35:15.026322
generic-built-in-australia,Proudly built in Australia,383,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,24,Built in Australia,8,2025-07-01T17:35:15.026324
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,384,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,24,Suitable for Couples,9,2025-07-01T17:35:15.026325
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,385,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,24,Suitable for Small Families,10,2025-07-01T17:35:15.026328
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,386,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,24,Suitable for Medium Sized Families,11,2025-07-01T17:35:15.026330
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,387,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,24,Suitable for Larger Families,12,2025-07-01T17:35:15.026331
generic-wifi,Ready to connect with your home Wi-Fi,388,uploads/features-and-benefits/Wifi.png,class,24,Built-in Wi-Fi,13,2025-07-01T17:35:15.026333
generic-value-for-money,Get great value without compromise,389,uploads/features-and-benefits/Generic-Value-For-Money.png,class,25,Value For Money,1,2025-07-01T17:35:15.824705
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,390,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,25,Sustainable Choice,2,2025-07-01T17:35:15.824722
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,391,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,25,Sustainable Choice,3,2025-07-01T17:35:15.824724
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,392,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,25,Peace of Mind,4,2025-07-01T17:35:15.824726
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,393,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,25,Peace of Mind,5,2025-07-01T17:35:15.824727
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,394,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,25,Peace of Mind,6,2025-07-01T17:35:15.824729
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,395,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,25,Peace of Mind,7,2025-07-01T17:35:15.824731
generic-built-in-australia,Proudly built in Australia,396,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,25,Built in Australia,8,2025-07-01T17:35:15.824732
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,397,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,25,Suitable for Couples,9,2025-07-01T17:35:15.824734
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,398,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,25,Suitable for Small Families,10,2025-07-01T17:35:15.824736
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,399,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,25,Suitable for Medium Sized Families,11,2025-07-01T17:35:15.824737
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,400,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,25,Suitable for Larger Families,12,2025-07-01T17:35:15.824739
generic-wifi,Ready to connect with your home Wi-Fi,401,uploads/features-and-benefits/Wifi.png,class,25,Built-in Wi-Fi,13,2025-07-01T17:35:15.824740
generic-value-for-money,Get great value without compromise,402,uploads/features-and-benefits/Generic-Value-For-Money.png,class,27,Value For Money,1,2025-07-01T17:35:17.460540
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,403,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,27,Sustainable Choice,2,2025-07-01T17:35:17.460562
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,404,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,27,Sustainable Choice,3,2025-07-01T17:35:17.460567
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,405,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,27,Peace of Mind,4,2025-07-01T17:35:17.460570
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,406,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,27,Peace of Mind,5,2025-07-01T17:35:17.460574
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,407,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,27,Peace of Mind,6,2025-07-01T17:35:17.460577
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,408,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,27,Peace of Mind,7,2025-07-01T17:35:17.460581
generic-built-in-australia,Proudly built in Australia,409,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,27,Built in Australia,8,2025-07-01T17:35:17.460584
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,410,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,27,Suitable for Couples,9,2025-07-01T17:35:17.460587
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,411,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,27,Suitable for Small Families,10,2025-07-01T17:35:17.460591
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,412,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,27,Suitable for Medium Sized Families,11,2025-07-01T17:35:17.460594
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,413,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,27,Suitable for Larger Families,12,2025-07-01T17:35:17.460597
generic-wifi,Ready to connect with your home Wi-Fi,414,uploads/features-and-benefits/Wifi.png,class,27,Built-in Wi-Fi,13,2025-07-01T17:35:17.460601
generic-value-for-money,Get great value without compromise,415,uploads/features-and-benefits/Generic-Value-For-Money.png,class,28,Value For Money,1,2025-07-01T17:35:18.262854
generic-water-sustainable-choice,Make the switch to sustainable appliances and reduce your water usage. ,416,uploads/features-and-benefits/Generic-Water-Sustainable-Choice.png,class,28,Sustainable Choice,2,2025-07-01T17:35:18.262891
generic-energy-sustainable-choice,Make the switch to sustainable appliances and reduce your energy use,417,uploads/features-and-benefits/Generic-Energy-Sustainable-Choice.png,class,28,Sustainable Choice,3,2025-07-01T17:35:18.262894
generic-warranty-1-year,Enjoy peace of mind with a 12 month limited manufacturers warranty,418,uploads/features-and-benefits/Generic-Warranty-1-Year.png,class,28,Peace of Mind,4,2025-07-01T17:35:18.262896
generic-warranty-2-year,Enjoy peace of mind with a 24 month limited manufacturers warranty,419,uploads/features-and-benefits/Generic-Warranty-2-Year.png,class,28,Peace of Mind,5,2025-07-01T17:35:18.262898
generic-warranty-3-year,Enjoy peace of mind with a 3 year limited manufacturers warranty,420,uploads/features-and-benefits/Generic-Warranty-3-Year.png,class,28,Peace of Mind,6,2025-07-01T17:35:18.262901
generic-warranty-5-year,Enjoy peace of mind with a 5 year limited manufacturers warranty,421,uploads/features-and-benefits/Generic-Warranty-5-Year.png,class,28,Peace of Mind,7,2025-07-01T17:35:18.262903
generic-built-in-australia,Proudly built in Australia,422,uploads/features-and-benefits/Generic-Built-In-Australia.png,class,28,Built in Australia,8,2025-07-01T17:35:18.262905
generic-capacity-couples,Steamline your lifestyle with appliances perfect for small households,423,uploads/features-and-benefits/Generic-Capacity-Couples.png,class,28,Suitable for Couples,9,2025-07-01T17:35:18.262907
generic-capacity-small-family,Streamline your lifestyle with appliances designed for small families,424,uploads/features-and-benefits/Generic-Capacity-Small-Family.png,class,28,Suitable for Small Families,10,2025-07-01T17:35:18.262910
generic-capacity-medium-family,Streamline your lifestyle with appliances designed for busy families,425,uploads/features-and-benefits/Generic-Capacity-Medium-Family.png,class,28,Suitable for Medium Sized Families,11,2025-07-01T17:35:18.262912
generic-capacity-large-family,Streamline your lifestyle with appliances perfect for big families,426,uploads/features-and-benefits/Generic-Capacity-Large-Family.png,class,28,Suitable for Larger Families,12,2025-07-01T17:35:18.262914
generic-wifi,Ready to connect with your home Wi-Fi,427,uploads/features-and-benefits/Wifi.png,class,28,Built-in Wi-Fi,13,2025-07-01T17:35:18.262916
